mean,std,shapley_type,feature,strata,batch,weights,data
0.0003467916525948769,0.00021638033591358992,rank-relevance shapley value,X,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.0003882539563948639,0.00022201288538093917,rank-relevance shapley value,Y,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.0003480220568173658,0.00022282084087245,rank-relevance shapley value,Z,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.08478842502724032,0.0389538096473255,shapley value,X,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.08854678556021135,0.05024827285505645,shapley value,Y,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.0847702219959589,0.03916934928664486,shapley value,Z,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.0024650430855892276,0.0003847019463586346,standardized shapley value,X,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.0025020696056298705,0.0006652003410672399,standardized shapley value,Y,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.0024646407158005106,0.0003868305833138981,standardized shapley value,Z,80-100%,,equal weights,Arbitrary normal 3 correlated vars
4.793578516673955e-07,7.285823181161548e-07,rank-relevance shapley value,X,80-100%,,equal weights,Arbitrary normal 3 correlated vars
5.034413705572222e-07,8.169115709437554e-07,rank-relevance shapley value,Y,80-100%,,equal weights,Arbitrary normal 3 correlated vars
4.804973166653515e-07,7.463474706044515e-07,rank-relevance shapley value,Z,80-100%,,equal weights,Arbitrary normal 3 correlated vars
0.07256317703341204,0.051999364286139674,shapley value,X,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.1307088730303501,0.06382202857686801,shapley value,Y,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.03651755701963815,0.026811120275821707,shapley value,Z,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.0012677529877750564,0.0005455430008197484,standardized shapley value,X,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.0009114599124256557,0.0007948698349243956,standardized shapley value,Y,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.0006326259578841006,0.0002820140470796278,standardized shapley value,Z,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.28766033258678014,0.1443818473391414,rank-relevance shapley value,X,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.19092238791320384,0.15175814909060734,rank-relevance shapley value,Y,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.14331681842765617,0.07315239837484688,rank-relevance shapley value,Z,0-20%,,different weights,Arbitrary normal 3 correlated vars
0.04263549909007803,0.04108987840005166,shapley value,X,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.08886056710753346,0.04709441330384075,shapley value,Y,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.02167160758137068,0.020638984830473814,shapley value,Z,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.0017681932832644075,0.0005497997342541354,standardized shapley value,X,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.0015286925172238593,0.0008092977303086074,standardized shapley value,Y,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.0008850437148955063,0.00027967189439306975,standardized shapley value,Z,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.07561803412391743,0.03963136023189724,rank-relevance shapley value,X,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.06744164097567909,0.0606266700276337,rank-relevance shapley value,Y,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.03788279319771763,0.020426993789889603,rank-relevance shapley value,Z,20-40%,,different weights,Arbitrary normal 3 correlated vars
0.06586839301120867,0.03509633145663223,shapley value,X,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.1073598583215735,0.05545621744292176,shapley value,Y,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.03342197730718182,0.017859327140382006,shapley value,Z,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.0018052996719721904,0.0007152198683774045,standardized shapley value,X,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.0023150173115444586,0.0011586725028348214,standardized shapley value,Y,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.0009054912137144843,0.0003662973933006708,standardized shapley value,Z,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.013666231026751444,0.011615569417168566,rank-relevance shapley value,X,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.014978776620464134,0.011950886471157744,rank-relevance shapley value,Y,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.00686191627388847,0.005916120309118852,rank-relevance shapley value,Z,40-60%,,different weights,Arbitrary normal 3 correlated vars
0.04551338788132354,0.03900944644116045,shapley value,X,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.09406363972898253,0.054528866841032114,shapley value,Y,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.023880646032012662,0.019029451795944344,shapley value,Z,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.0022324392622868716,0.0005089530711643367,standardized shapley value,X,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.002808416200436942,0.0007763637630445076,standardized shapley value,Y,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.0011072230329711706,0.00026807659586129684,standardized shapley value,Z,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.0003969993121260038,0.00025313113530728705,rank-relevance shapley value,X,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.000489033726261727,0.0002823837441107481,rank-relevance shapley value,Y,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.00019703462741937572,0.00012925059451139709,rank-relevance shapley value,Z,60-80%,,different weights,Arbitrary normal 3 correlated vars
0.08517643986665142,0.046576133718871,shapley value,X,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.1253924132969906,0.05233477622843052,shapley value,Y,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.0426991475246337,0.0228521788682883,shapley value,Z,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.002772954974906511,0.0004532467965260038,standardized shapley value,X,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.0032684303556000174,0.0005896738945914168,standardized shapley value,Y,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.001387424023978959,0.00022238163708926203,standardized shapley value,Z,80-100%,,different weights,Arbitrary normal 3 correlated vars
5.67200697112274e-07,9.284648340312528e-07,rank-relevance shapley value,X,80-100%,,different weights,Arbitrary normal 3 correlated vars
6.11949584205794e-07,9.204569462397089e-07,rank-relevance shapley value,Y,80-100%,,different weights,Arbitrary normal 3 correlated vars
2.841462575719014e-07,4.7191652297401053e-07,rank-relevance shapley value,Z,80-100%,,different weights,Arbitrary normal 3 correlated vars
0.06000008459509588,0.04840058670718947,shapley value,X,0-20%,0,equal weights,Standard normal 2 vars
0.16539587041528336,0.06262103080732348,shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars
0.008762507118249689,0.002739244234449567,standardized shapley value,X,0-20%,0,equal weights,Standard normal 2 vars
0.002911626495809892,0.002818892321503242,standardized shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars
0.5038067288281242,0.2195725565305832,rank-relevance shapley value,X,0-20%,0,equal weights,Standard normal 2 vars
0.1487865024826626,0.12388715567686209,rank-relevance shapley value,Y,0-20%,0,equal weights,Standard normal 2 vars
0.07271225025404406,0.05813377141500907,shapley value,X,0-20%,1,equal weights,Standard normal 2 vars
0.19958813518991766,0.060621207624402075,shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars
0.0024864220301461554,0.0010150341734603192,standardized shapley value,X,0-20%,1,equal weights,Standard normal 2 vars
0.0007090635359632069,0.0008014682184640143,standardized shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars
0.49032581025865707,0.2109875879526382,rank-relevance shapley value,X,0-20%,1,equal weights,Standard normal 2 vars
0.1486797737752304,0.1588698240077965,rank-relevance shapley value,Y,0-20%,1,equal weights,Standard normal 2 vars
0.06506034232461594,0.049034356603291626,shapley value,X,20-40%,0,equal weights,Standard normal 2 vars
0.11602606097674924,0.07334250348346208,shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars
0.011255573555079897,0.003683226766282106,standardized shapley value,X,20-40%,0,equal weights,Standard normal 2 vars
0.0060362335752162,0.004144474899860942,standardized shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars
0.11349152629365845,0.06909897949313044,rank-relevance shapley value,X,20-40%,0,equal weights,Standard normal 2 vars
0.050843162605762375,0.03327471271128613,rank-relevance shapley value,Y,20-40%,0,equal weights,Standard normal 2 vars
0.06512600997045884,0.043518469414876484,shapley value,X,20-40%,1,equal weights,Standard normal 2 vars
0.09578940425195574,0.06582127226018529,shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars
0.0028363995716478674,0.0009890636711054359,standardized shapley value,X,20-40%,1,equal weights,Standard normal 2 vars
0.0021713025984492315,0.0010266449104954463,standardized shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars
0.10904584078056473,0.06495087829072727,rank-relevance shapley value,X,20-40%,1,equal weights,Standard normal 2 vars
0.08051756457474352,0.054697096928083395,rank-relevance shapley value,Y,20-40%,1,equal weights,Standard normal 2 vars
0.06396178830016455,0.03163655388219072,shapley value,X,40-60%,0,equal weights,Standard normal 2 vars
0.07118151548329665,0.041822217897885275,shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars
0.009177624843577554,0.002710069310045586,standardized shapley value,X,40-60%,0,equal weights,Standard normal 2 vars
0.009011143492228145,0.0031544972648425706,standardized shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars
0.01997352878142253,0.013323483680484525,rank-relevance shapley value,X,40-60%,0,equal weights,Standard normal 2 vars
0.018632396843659686,0.013302888034631723,rank-relevance shapley value,Y,40-60%,0,equal weights,Standard normal 2 vars
0.06697301226075612,0.059787327653268565,shapley value,X,40-60%,1,equal weights,Standard normal 2 vars
0.07524959152165434,0.06162065126290068,shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars
0.0033856248564328863,0.0012693796990077956,standardized shapley value,X,40-60%,1,equal weights,Standard normal 2 vars
0.0035620765458700505,0.001378652167924174,standardized shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars
0.0171823752464166,0.011467668898782965,rank-relevance shapley value,X,40-60%,1,equal weights,Standard normal 2 vars
0.01721976636108435,0.012950801777196921,rank-relevance shapley value,Y,40-60%,1,equal weights,Standard normal 2 vars
0.021221441175789106,0.007156306408880188,shapley value,X,60-80%,0,equal weights,Standard normal 2 vars
0.1494281596392163,0.030006835808632323,shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars
0.010420090385681572,0.0009094480864613639,standardized shapley value,X,60-80%,0,equal weights,Standard normal 2 vars
0.01764484603034503,0.0013470430961109317,standardized shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars
0.000221872926551288,0.0001117920138650352,rank-relevance shapley value,X,60-80%,0,equal weights,Standard normal 2 vars
0.0003615836102019164,0.00017510802659595042,rank-relevance shapley value,Y,60-80%,0,equal weights,Standard normal 2 vars
0.06621101687109988,0.03341795502014493,shapley value,X,60-80%,1,equal weights,Standard normal 2 vars
0.15792456862396054,0.06678501625870081,shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars
0.00289619867476096,0.000912862644988166,standardized shapley value,X,60-80%,1,equal weights,Standard normal 2 vars
0.005385505945635545,0.0008836757555577575,standardized shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars
0.0003694065464815393,0.00022288230334080645,rank-relevance shapley value,X,60-80%,1,equal weights,Standard normal 2 vars
0.0007265527783754418,0.0004750201216345029,rank-relevance shapley value,Y,60-80%,1,equal weights,Standard normal 2 vars
0.1037317240971998,0.06341032847251875,shapley value,X,80-100%,0,equal weights,Standard normal 2 vars
0.1985203026306783,0.0545755649054602,shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars
0.013126261674895884,0.002350065434941103,standardized shapley value,X,80-100%,0,equal weights,Standard normal 2 vars
0.01625739156699333,0.002022638137449348,standardized shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars
3.249951150409158e-07,5.80436995586027e-07,rank-relevance shapley value,X,80-100%,0,equal weights,Standard normal 2 vars
5.985060124419363e-07,1.1743166056748802e-06,rank-relevance shapley value,Y,80-100%,0,equal weights,Standard normal 2 vars
0.0997852742631805,0.05963584349691183,shapley value,X,80-100%,1,equal weights,Standard normal 2 vars
0.17119134646290668,0.042058993289327315,shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars
0.004767393312377045,0.0008414811116821206,standardized shapley value,X,80-100%,1,equal weights,Standard normal 2 vars
0.005952726498967701,0.0005934660491750523,standardized shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars
5.106540273006849e-07,7.746737042279758e-07,rank-relevance shapley value,X,80-100%,1,equal weights,Standard normal 2 vars
6.988227603333678e-07,1.1239829243845475e-06,rank-relevance shapley value,Y,80-100%,1,equal weights,Standard normal 2 vars
0.09480403856184672,0.05135396245522652,shapley value,X,0-20%,0,different weights,Standard normal 2 vars
0.09474437255880075,0.03892791441471052,shapley value,Y,0-20%,0,different weights,Standard normal 2 vars
0.011908363641763165,0.0021743218291145018,standardized shapley value,X,0-20%,0,different weights,Standard normal 2 vars
0.001805305304377321,0.0016482041507040867,standardized shapley value,Y,0-20%,0,different weights,Standard normal 2 vars
0.637647789016542,0.18779089671052673,rank-relevance shapley value,X,0-20%,0,different weights,Standard normal 2 vars
0.0969291768175623,0.07681771733193514,rank-relevance shapley value,Y,0-20%,0,different weights,Standard normal 2 vars
0.13532243081677123,0.0698637447035772,shapley value,X,0-20%,1,different weights,Standard normal 2 vars
0.08040903712751207,0.05145787168354749,shapley value,Y,0-20%,1,different weights,Standard normal 2 vars
0.0026277055127807863,0.0010074139970761634,standardized shapley value,X,0-20%,1,different weights,Standard normal 2 vars
0.0011008923059405678,0.0008719681604358796,standardized shapley value,Y,0-20%,1,different weights,Standard normal 2 vars
0.4542269868686054,0.2286102382522641,rank-relevance shapley value,X,0-20%,1,different weights,Standard normal 2 vars
0.188825313416567,0.19014012360484545,rank-relevance shapley value,Y,0-20%,1,different weights,Standard normal 2 vars
0.07581361963756326,0.06569689240330807,shapley value,X,20-40%,0,different weights,Standard normal 2 vars
0.08245921520078726,0.04906027246013109,shapley value,Y,20-40%,0,different weights,Standard normal 2 vars
0.012082435685664058,0.003954486070392513,standardized shapley value,X,20-40%,0,different weights,Standard normal 2 vars
0.006573232999148893,0.00443804877030757,standardized shapley value,Y,20-40%,0,different weights,Standard normal 2 vars
0.12060305970374723,0.0793762317346442,rank-relevance shapley value,X,20-40%,0,different weights,Standard normal 2 vars
0.0533669326302467,0.03826968390394915,rank-relevance shapley value,Y,20-40%,0,different weights,Standard normal 2 vars
0.05836528255370572,0.05300828377028368,shapley value,X,20-40%,1,different weights,Standard normal 2 vars
0.08149054123573947,0.049592201958498075,shapley value,Y,20-40%,1,different weights,Standard normal 2 vars
0.00419114300678783,0.0009796722269080377,standardized shapley value,X,20-40%,1,different weights,Standard normal 2 vars
0.0011338251404720578,0.0009993796362008686,standardized shapley value,Y,20-40%,1,different weights,Standard normal 2 vars
0.15102186755501698,0.07339482828417183,rank-relevance shapley value,X,20-40%,1,different weights,Standard normal 2 vars
0.03940673629869894,0.044977485437129344,rank-relevance shapley value,Y,20-40%,1,different weights,Standard normal 2 vars
0.08697309491842102,0.06559010187433521,shapley value,X,40-60%,0,different weights,Standard normal 2 vars
0.07759299184254774,0.04134876802555252,shapley value,Y,40-60%,0,different weights,Standard normal 2 vars
0.010403613381189353,0.0028505946138179857,standardized shapley value,X,40-60%,0,different weights,Standard normal 2 vars
0.006703057292547446,0.003001854506738102,standardized shapley value,Y,40-60%,0,different weights,Standard normal 2 vars
0.030694876777899126,0.017131869442613395,rank-relevance shapley value,X,40-60%,0,different weights,Standard normal 2 vars
0.01940243457338847,0.014848917588445028,rank-relevance shapley value,Y,40-60%,0,different weights,Standard normal 2 vars
0.07073819468540926,0.043410630666398206,shapley value,X,40-60%,1,different weights,Standard normal 2 vars
0.0747753790433012,0.04736302625856059,shapley value,Y,40-60%,1,different weights,Standard normal 2 vars
0.0047534568410557195,0.0011982505202959876,standardized shapley value,X,40-60%,1,different weights,Standard normal 2 vars
0.0021995349862311254,0.0012844446815583272,standardized shapley value,Y,40-60%,1,different weights,Standard normal 2 vars
0.02263133284117098,0.014328032371629273,rank-relevance shapley value,X,40-60%,1,different weights,Standard normal 2 vars
0.009318679119608484,0.007928967940102064,rank-relevance shapley value,Y,40-60%,1,different weights,Standard normal 2 vars
0.06219577103246215,0.06228103298305924,shapley value,X,60-80%,0,different weights,Standard normal 2 vars
0.08079391472940767,0.06624483805054181,shapley value,Y,60-80%,0,different weights,Standard normal 2 vars
0.01772670339971301,0.0028116995942962866,standardized shapley value,X,60-80%,0,different weights,Standard normal 2 vars
0.00956195063381746,0.0029906469971619685,standardized shapley value,Y,60-80%,0,different weights,Standard normal 2 vars
0.000194697080631356,4.595445479496791e-05,rank-relevance shapley value,X,60-80%,0,different weights,Standard normal 2 vars
0.00011813749302664425,8.615592702732604e-05,rank-relevance shapley value,Y,60-80%,0,different weights,Standard normal 2 vars
0.07622067295387171,0.05542114721324047,shapley value,X,60-80%,1,different weights,Standard normal 2 vars
0.05945743033079317,0.04305120831619225,shapley value,Y,60-80%,1,different weights,Standard normal 2 vars
0.005349678425430758,0.0009513431207000293,standardized shapley value,X,60-80%,1,different weights,Standard normal 2 vars
0.0024705925207254434,0.000896368770406583,standardized shapley value,Y,60-80%,1,different weights,Standard normal 2 vars
0.0007681619894178231,0.0004243296907326421,rank-relevance shapley value,X,60-80%,1,different weights,Standard normal 2 vars
0.0003779571599541973,0.0002536831638332691,rank-relevance shapley value,Y,60-80%,1,different weights,Standard normal 2 vars
0.19264556915328104,0.06806411378522696,shapley value,X,80-100%,0,different weights,Standard normal 2 vars
0.06879530021895104,0.04286314973745162,shapley value,Y,80-100%,0,different weights,Standard normal 2 vars
0.025609413146532478,0.003109594223206969,standardized shapley value,X,80-100%,0,different weights,Standard normal 2 vars
0.00948850414947335,0.0028750421679103137,standardized shapley value,Y,80-100%,0,different weights,Standard normal 2 vars
6.094958851356074e-07,1.2933598048190803e-06,rank-relevance shapley value,X,80-100%,0,different weights,Standard normal 2 vars
2.3279024525124244e-07,5.209262995421369e-07,rank-relevance shapley value,Y,80-100%,0,different weights,Standard normal 2 vars
0.17933667048983665,0.07479314558935324,shapley value,X,80-100%,1,different weights,Standard normal 2 vars
0.08982859106388798,0.037515922701340035,shapley value,Y,80-100%,1,different weights,Standard normal 2 vars
0.0067516592703219126,0.000991162950579968,standardized shapley value,X,80-100%,1,different weights,Standard normal 2 vars
0.0031444477616265026,0.000497163106931598,standardized shapley value,Y,80-100%,1,different weights,Standard normal 2 vars
1.0360429918082258e-06,1.4209005765059376e-06,rank-relevance shapley value,X,80-100%,1,different weights,Standard normal 2 vars
6.177229498254606e-07,9.287193816099748e-07,rank-relevance shapley value,Y,80-100%,1,different weights,Standard normal 2 vars
0.079715218097876,0.06009457072013562,shapley value,X,0-20%,0,equal weights,Arbitrary normal 2 vars
0.1986803001270937,0.07512971861287528,shapley value,Y,0-20%,0,equal weights,Arbitrary normal 2 vars
0.006435957959643647,0.002694409569518861,standardized shapley value,X,0-20%,0,equal weights,Arbitrary normal 2 vars
0.003309191806388197,0.0029496184674331107,standardized shapley value,Y,0-20%,0,equal weights,Arbitrary normal 2 vars
0.49991742212348034,0.2618777835045477,rank-relevance shapley value,X,0-20%,0,equal weights,Arbitrary normal 2 vars
0.21707060931485062,0.19534598442282416,rank-relevance shapley value,Y,0-20%,0,equal weights,Arbitrary normal 2 vars
0.06807786369219557,0.055998084942122835,shapley value,X,0-20%,1,equal weights,Arbitrary normal 2 vars
0.17244025348206152,0.06643367752437196,shapley value,Y,0-20%,1,equal weights,Arbitrary normal 2 vars
0.002488122469303518,0.0008319756180861814,standardized shapley value,X,0-20%,1,equal weights,Arbitrary normal 2 vars
0.001158126626333907,0.0008532775107128512,standardized shapley value,Y,0-20%,1,equal weights,Arbitrary normal 2 vars
0.4226179670176394,0.18540772579182885,rank-relevance shapley value,X,0-20%,1,equal weights,Arbitrary normal 2 vars
0.17654352957474864,0.11945096003523001,rank-relevance shapley value,Y,0-20%,1,equal weights,Arbitrary normal 2 vars
0.09951034365669778,0.0730049256345179,shapley value,X,20-40%,0,equal weights,Arbitrary normal 2 vars
0.1269409729772749,0.06572713083584984,shapley value,Y,20-40%,0,equal weights,Arbitrary normal 2 vars
0.009764849500128793,0.004936696088010559,standardized shapley value,X,20-40%,0,equal weights,Arbitrary normal 2 vars
0.006575498191343754,0.004723485554149562,standardized shapley value,Y,20-40%,0,equal weights,Arbitrary normal 2 vars
0.09454879153384388,0.06381926368805126,rank-relevance shapley value,X,20-40%,0,equal weights,Arbitrary normal 2 vars
0.08058027862100144,0.09108436977703276,rank-relevance shapley value,Y,20-40%,0,equal weights,Arbitrary normal 2 vars
0.06897344250982512,0.05563479649343299,shapley value,X,20-40%,1,equal weights,Arbitrary normal 2 vars
0.11949642059933893,0.06693613092666112,shapley value,Y,20-40%,1,equal weights,Arbitrary normal 2 vars
0.003125478274710495,0.0011390690640239135,standardized shapley value,X,20-40%,1,equal weights,Arbitrary normal 2 vars
0.0021949825241631736,0.0011846046943068246,standardized shapley value,Y,20-40%,1,equal weights,Arbitrary normal 2 vars
0.1082512296773532,0.06634319487306366,rank-relevance shapley value,X,20-40%,1,equal weights,Arbitrary normal 2 vars
0.07339255860787172,0.056219632191258674,rank-relevance shapley value,Y,20-40%,1,equal weights,Arbitrary normal 2 vars
0.10583317610892026,0.051829102291807934,shapley value,X,40-60%,0,equal weights,Arbitrary normal 2 vars
0.1071157040363194,0.07430242950510482,shapley value,Y,40-60%,0,equal weights,Arbitrary normal 2 vars
0.009371263374253192,0.0048657453911171026,standardized shapley value,X,40-60%,0,equal weights,Arbitrary normal 2 vars
0.011986325726044971,0.005465220150701124,standardized shapley value,Y,40-60%,0,equal weights,Arbitrary normal 2 vars
0.019596466398558103,0.019670395262986414,rank-relevance shapley value,X,40-60%,0,equal weights,Arbitrary normal 2 vars
0.02099563240908369,0.014042221782284574,rank-relevance shapley value,Y,40-60%,0,equal weights,Arbitrary normal 2 vars
0.0849740832442027,0.06116596713925908,shapley value,X,40-60%,1,equal weights,Arbitrary normal 2 vars
0.09337481634284708,0.06588736911410287,shapley value,Y,40-60%,1,equal weights,Arbitrary normal 2 vars
0.0029324165248259164,0.0013104403378417717,standardized shapley value,X,40-60%,1,equal weights,Arbitrary normal 2 vars
0.003823583560457775,0.0013875117254216144,standardized shapley value,Y,40-60%,1,equal weights,Arbitrary normal 2 vars
0.015411756597231381,0.012536348051901645,rank-relevance shapley value,X,40-60%,1,equal weights,Arbitrary normal 2 vars
0.01896267099787939,0.013414580715450269,rank-relevance shapley value,Y,40-60%,1,equal weights,Arbitrary normal 2 vars
0.08839663175528158,0.059421092227339774,shapley value,X,60-80%,0,equal weights,Arbitrary normal 2 vars
0.12158577231462983,0.06931719858473716,shapley value,Y,60-80%,0,equal weights,Arbitrary normal 2 vars
0.010000304130741645,0.003988714029073288,standardized shapley value,X,60-80%,0,equal weights,Arbitrary normal 2 vars
0.014011045762801414,0.003933273337208481,standardized shapley value,Y,60-80%,0,equal weights,Arbitrary normal 2 vars
0.0004644547607399939,0.00039003365032193744,rank-relevance shapley value,X,60-80%,0,equal weights,Arbitrary normal 2 vars
0.0006670662885632304,0.00037540796044088125,rank-relevance shapley value,Y,60-80%,0,equal weights,Arbitrary normal 2 vars
0.07310500304850286,0.06955663756179283,shapley value,X,60-80%,1,equal weights,Arbitrary normal 2 vars
0.10344267934670176,0.061020914104731025,shapley value,Y,60-80%,1,equal weights,Arbitrary normal 2 vars
0.003981987364978217,0.0011147863509332846,standardized shapley value,X,60-80%,1,equal weights,Arbitrary normal 2 vars
0.004498608410338875,0.0011810263648868058,standardized shapley value,Y,60-80%,1,equal weights,Arbitrary normal 2 vars
0.0005008122545340343,0.00034228835586193383,rank-relevance shapley value,X,60-80%,1,equal weights,Arbitrary normal 2 vars
0.0005437738294783486,0.00036030675866028814,rank-relevance shapley value,Y,60-80%,1,equal weights,Arbitrary normal 2 vars
0.06656229649131307,0.02782567164272352,shapley value,X,80-100%,0,equal weights,Arbitrary normal 2 vars
0.19148745955709684,0.057476038724583074,shapley value,Y,80-100%,0,equal weights,Arbitrary normal 2 vars
0.01285071130037752,0.001098198392191548,standardized shapley value,X,80-100%,0,equal weights,Arbitrary normal 2 vars
0.017333762621275044,0.002268412210397889,standardized shapley value,Y,80-100%,0,equal weights,Arbitrary normal 2 vars
2.489126323420977e-07,3.682854624238932e-07,rank-relevance shapley value,X,80-100%,0,equal weights,Arbitrary normal 2 vars
2.7229068695808184e-07,4.188085888825273e-07,rank-relevance shapley value,Y,80-100%,0,equal weights,Arbitrary normal 2 vars
0.09792745037820312,0.06132320766540374,shapley value,X,80-100%,1,equal weights,Arbitrary normal 2 vars
0.16943148448369338,0.04980497083302292,shapley value,Y,80-100%,1,equal weights,Arbitrary normal 2 vars
0.004376237865482788,0.000836369722547927,standardized shapley value,X,80-100%,1,equal weights,Arbitrary normal 2 vars
0.00567902217565481,0.0006373381655484454,standardized shapley value,Y,80-100%,1,equal weights,Arbitrary normal 2 vars
6.714445780974345e-07,1.209207258867198e-06,rank-relevance shapley value,X,80-100%,1,equal weights,Arbitrary normal 2 vars
8.199606013613282e-07,1.3282023172580997e-06,rank-relevance shapley value,Y,80-100%,1,equal weights,Arbitrary normal 2 vars
0.1729726844060031,0.0972421480369176,shapley value,X,0-20%,0,different weights,Arbitrary normal 2 vars
0.08462453598664386,0.053884401648139756,shapley value,Y,0-20%,0,different weights,Arbitrary normal 2 vars
0.0058903100488389235,0.003714296974950663,standardized shapley value,X,0-20%,0,different weights,Arbitrary normal 2 vars
0.004682218758077141,0.003548664728927018,standardized shapley value,Y,0-20%,0,different weights,Arbitrary normal 2 vars
0.38482671279234015,0.25475832586299385,rank-relevance shapley value,X,0-20%,0,different weights,Arbitrary normal 2 vars
0.3249880676634463,0.2762812188862565,rank-relevance shapley value,Y,0-20%,0,different weights,Arbitrary normal 2 vars
0.13655354781595055,0.08516061029688021,shapley value,X,0-20%,1,different weights,Arbitrary normal 2 vars
0.09187175527756077,0.04783769066223532,shapley value,Y,0-20%,1,different weights,Arbitrary normal 2 vars
0.002914914841018908,0.001122538751617087,standardized shapley value,X,0-20%,1,different weights,Arbitrary normal 2 vars
0.001014103670270755,0.0008499667643825558,standardized shapley value,Y,0-20%,1,different weights,Arbitrary normal 2 vars
0.44158816871258594,0.19866904114641287,rank-relevance shapley value,X,0-20%,1,different weights,Arbitrary normal 2 vars
0.15890666313580326,0.13478584788329498,rank-relevance shapley value,Y,0-20%,1,different weights,Arbitrary normal 2 vars
0.11857282715940153,0.08819399295977025,shapley value,X,20-40%,0,different weights,Arbitrary normal 2 vars
0.08613151268791187,0.043236004536274616,shapley value,Y,20-40%,0,different weights,Arbitrary normal 2 vars
0.009694133999301203,0.003309072783177282,standardized shapley value,X,20-40%,0,different weights,Arbitrary normal 2 vars
0.005323653004755918,0.0034436675151106786,standardized shapley value,Y,20-40%,0,different weights,Arbitrary normal 2 vars
0.16339929481489054,0.08701275989055839,rank-relevance shapley value,X,20-40%,0,different weights,Arbitrary normal 2 vars
0.08708161634538154,0.07000228601972347,rank-relevance shapley value,Y,20-40%,0,different weights,Arbitrary normal 2 vars
0.06845554478345571,0.05668451144226343,shapley value,X,20-40%,1,different weights,Arbitrary normal 2 vars
0.06968543683473531,0.038468761713031235,shapley value,Y,20-40%,1,different weights,Arbitrary normal 2 vars
0.004010552984916953,0.0010789743801199706,standardized shapley value,X,20-40%,1,different weights,Arbitrary normal 2 vars
0.001867757135286914,0.0010616922162826011,standardized shapley value,Y,20-40%,1,different weights,Arbitrary normal 2 vars
